Frame count,Player 1 Keypoints,Player 2 Keypoints,Ball Position,Shot Type,Player 1 RL World Position,Player 2 RL World Position,Ball RL World Position
286,"[[0.4954543113708496, 0.7863225936889648], [0.49851664900779724, 0.7787792682647705], [0.4938395619392395, 0.7748546004295349], [0.0, 0.0], [0.4813639521598816, 0.7591885328292847], [0.4771748185157776, 0.7890657186508179], [0.452554315328598, 0.7760172486305237], [0.46339845657348633, 0.8535773158073425], [0.4289391040802002, 0.8369680643081665], [0.4599791467189789, 0.8584343194961548], [0.4357442855834961, 0.8615214824676514], [0.44032201170921326, 0.8735313415527344], [0.42275795340538025, 0.8687452673912048], [0.4487735331058502, 0.9290810227394104], [0.4263717532157898, 0.9255419969558716], [0.0, 0.0], [0.0, 0.0]]","[[0.4570353925228119, 0.5858262181282043], [0.4603988528251648, 0.5788171887397766], [0.453949511051178, 0.575757622718811], [0.0, 0.0], [0.4427139163017273, 0.5723028779029846], [0.4497055113315582, 0.6163548231124878], [0.42556458711624146, 0.6060196161270142], [0.44660091400146484, 0.672837495803833], [0.41790255904197693, 0.6619284152984619], [0.4544549584388733, 0.690692126750946], [0.4328397810459137, 0.6883789896965027], [0.42149004340171814, 0.7032244205474854], [0.4033275544643402, 0.6987934708595276], [0.4261809289455414, 0.7630183100700378], [0.3951885998249054, 0.7604271769523621], [0.4102814793586731, 0.822039008140564], [0.37037232518196106, 0.8200296759605408]]","[325, 229]",tight_straight drive,"[2.356, 6.0, 1.288]","[2.719, 3.225, 1.693]","[0, 0, 0]"
287,"[[0.49553361535072327, 0.786342442035675], [0.4986034035682678, 0.7787770628929138], [0.4939231872558594, 0.7748583555221558], [0.0, 0.0], [0.48141971230506897, 0.7592073082923889], [0.4772055745124817, 0.7891873717308044], [0.4525015950202942, 0.776152491569519], [0.46327367424964905, 0.853945255279541], [0.4287590980529785, 0.8373686075210571], [0.45961371064186096, 0.858504056930542], [0.4356164336204529, 0.8618383407592773], [0.4402020573616028, 0.8738993406295776], [0.422595739364624, 0.8691117167472839], [0.44860807061195374, 0.9306600689888], [0.42626991868019104, 0.9271174669265747], [0.0, 0.0], [0.0, 0.0]]","[[0.45706138014793396, 0.5857975482940674], [0.46045875549316406, 0.5787823796272278], [0.4539715349674225, 0.5757123827934265], [0.0, 0.0], [0.4427502155303955, 0.5722542405128479], [0.4497508406639099, 0.6162688136100769], [0.4256344437599182, 0.6059744358062744], [0.44666069746017456, 0.6727419495582581], [0.4180183410644531, 0.6620408892631531], [0.45447593927383423, 0.6907936334609985], [0.43281784653663635, 0.6889742612838745], [0.4214412569999695, 0.7029949426651001], [0.4032582640647888, 0.6985756754875183], [0.4263668954372406, 0.7630096673965454], [0.39512383937835693, 0.7604408264160156], [0.4105914533138275, 0.8223749995231628], [0.37025171518325806, 0.8203887939453125]]","[325, 229]",tight_straight drive,"[2.356, 6.0, 1.288]","[2.724, 3.219, 1.7]","[0, 0, 0]"
288,"[[0.49282556772232056, 0.7852116227149963], [0.49533921480178833, 0.7780302166938782], [0.4913828372955322, 0.7747266888618469], [0.0, 0.0], [0.4791596829891205, 0.7610751390457153], [0.47215285897254944, 0.7874809503555298], [0.44955697655677795, 0.7777453064918518], [0.46140727400779724, 0.8448969721794128], [0.4244229197502136, 0.835239052772522], [0.4663706421852112, 0.8573614358901978], [0.4290669560432434, 0.869337797164917], [0.4337846636772156, 0.8589792847633362], [0.41709405183792114, 0.8559620976448059], [0.4507696032524109, 0.8953971862792969], [0.42632365226745605, 0.8937026858329773], [0.0, 0.0], [0.4067556858062744, 0.9178820252418518]]","[[0.46472591161727905, 0.5849068760871887], [0.0, 0.0], [0.46202754974365234, 0.5750287175178528], [0.0, 0.0], [0.44916000962257385, 0.5697739720344543], [0.45128998160362244, 0.609294056892395], [0.4273303151130676, 0.6017061471939087], [0.4462738037109375, 0.668475866317749], [0.4163418710231781, 0.6618010401725769], [0.45457226037979126, 0.6827753782272339], [0.43193739652633667, 0.6867151260375977], [0.4218561053276062, 0.6965603232383728], [0.40355396270751953, 0.6939364671707153], [0.43092766404151917, 0.7611479759216309], [0.39665699005126953, 0.7598572373390198], [0.41810598969459534, 0.8223627805709839], [0.3721078336238861, 0.8230631351470947]]","[326, 230]",tight_straight drive,"[2.356, 6.0, 1.288]","[2.724, 3.219, 1.7]","[0, 0, 0]"
289,"[[0.4889703691005707, 0.7913571000099182], [0.0, 0.0], [0.4884900450706482, 0.7817171812057495], [0.0, 0.0], [0.48222050070762634, 0.7685579061508179], [0.4608384668827057, 0.7835466861724854], [0.4559953212738037, 0.7824864983558655], [0.4475720524787903, 0.8416655659675598], [0.4425857961177826, 0.8444896936416626], [0.4558130204677582, 0.8587548732757568], [0.45335227251052856, 0.8674046993255615], [0.4170128405094147, 0.8353822231292725], [0.412524551153183, 0.836760938167572], [0.4470910429954529, 0.8245152235031128], [0.4346540868282318, 0.827968418598175], [0.4268590807914734, 0.8639481663703918], [0.40838760137557983, 0.8697154521942139]]","[[0.46828413009643555, 0.5790515542030334], [0.0, 0.0], [0.465846449136734, 0.5695686340332031], [0.0, 0.0], [0.45435136556625366, 0.5644555687904358], [0.4534302353858948, 0.6022359728813171], [0.4341971278190613, 0.5953627824783325], [0.4516197144985199, 0.6575658917427063], [0.4255518317222595, 0.6518436670303345], [0.4625740051269531, 0.671261727809906], [0.4395834803581238, 0.673338770866394], [0.42201489210128784, 0.6984783411026001], [0.4072950482368469, 0.6957917809486389], [0.4277855455875397, 0.7650914788246155], [0.4020513594150543, 0.7639358639717102], [0.41514116525650024, 0.8242791295051575], [0.3788244128227234, 0.8252924680709839]]","[325, 230]",tight_straight drive,"[2.924, 2.855, 2.065]","[2.734, 3.207, 1.714]","[0, 0, 0]"
290,"[[0.4869811534881592, 0.7908422946929932], [0.0, 0.0], [0.48619556427001953, 0.781768262386322], [0.0, 0.0], [0.4787568151950836, 0.769370973110199], [0.46018487215042114, 0.7829163670539856], [0.45012250542640686, 0.7829822301864624], [0.44719797372817993, 0.8470255732536316], [0.42714834213256836, 0.844509482383728], [0.4511699676513672, 0.8747485876083374], [0.4297640323638916, 0.8713449835777283], [0.4114920198917389, 0.8337448239326477], [0.40440303087234497, 0.835538923740387], [0.4543246328830719, 0.8176357746124268], [0.43905529379844666, 0.8214460015296936], [0.4286022186279297, 0.8739415407180786], [0.40992188453674316, 0.8797476887702942]]","[[0.46676570177078247, 0.559525191783905], [0.4716070592403412, 0.5535958409309387], [0.4641915261745453, 0.5489646792411804], [0.0, 0.0], [0.4548226296901703, 0.5458917617797852], [0.46440044045448303, 0.5954104065895081], [0.43605536222457886, 0.5762280821800232], [0.45658326148986816, 0.6472166776657104], [0.4124844968318939, 0.6179500222206116], [0.45189085602760315, 0.655707061290741], [0.4109787940979004, 0.6411808133125305], [0.43443387746810913, 0.6940259337425232], [0.4143357276916504, 0.6856427788734436], [0.44080013036727905, 0.7532358765602112], [0.4130563735961914, 0.7471498847007751], [0.4284150004386902, 0.8126764893531799], [0.3943863809108734, 0.8038673996925354]]","[325, 230]",tight_straight drive,"[2.915, 2.898, 2.037]","[2.767, 3.172, 1.761]","[0, 0, 0]"
291,"[[0.48501577973365784, 0.7875978946685791], [0.0, 0.0], [0.4836336076259613, 0.7798694968223572], [0.0, 0.0], [0.47549834847450256, 0.774567723274231], [0.46105512976646423, 0.7892887592315674], [0.45129066705703735, 0.784547746181488], [0.0, 0.0], [0.42487019300460815, 0.8148841261863708], [0.0, 0.0], [0.42172208428382874, 0.8503299951553345], [0.42099714279174805, 0.8082342147827148], [0.4125320017337799, 0.807584285736084], [0.45074453949928284, 0.8003453612327576], [0.4367695748806, 0.8013536334037781], [0.42419877648353577, 0.8653910160064697], [0.4062426686286926, 0.8687969446182251]]","[[0.4736436903476715, 0.5539029240608215], [0.47664910554885864, 0.5482063889503479], [0.4716607928276062, 0.5450373888015747], [0.0, 0.0], [0.4621092677116394, 0.542816162109375], [0.4683029055595398, 0.5872591733932495], [0.44091692566871643, 0.5736651420593262], [0.46176791191101074, 0.6327477097511292], [0.4107567369937897, 0.6109668612480164], [0.45878416299819946, 0.6509680151939392], [0.40844935178756714, 0.6406971216201782], [0.4462957978248596, 0.6930455565452576], [0.4289606511592865, 0.687832236289978], [0.0, 0.0], [0.4285758435726166, 0.7581078410148621], [0.0, 0.0], [0.0, 0.0]]","[325, 230]",tight_straight drive,"[2.925, 2.87, 2.061]","[2.829, 3.11, 1.85]","[0, 0, 0]"
292,"[[0.4811405539512634, 0.7823433876037598], [0.0, 0.0], [0.4820999205112457, 0.7747434973716736], [0.0, 0.0], [0.4805946350097656, 0.765232264995575], [0.4471212923526764, 0.7681204676628113], [0.44994860887527466, 0.7805023789405823], [0.44064417481422424, 0.8275362849235535], [0.43133848905563354, 0.8473269939422607], [0.46167856454849243, 0.8612325191497803], [0.4438534677028656, 0.8726407289505005], [0.39585962891578674, 0.8226565718650818], [0.3980899751186371, 0.830592155456543], [0.43467825651168823, 0.8287044763565063], [0.43707507848739624, 0.8385931849479675], [0.4094468653202057, 0.8642204999923706], [0.41291332244873047, 0.8802080750465393]]","[[0.47726869583129883, 0.5527482628822327], [0.0, 0.0], [0.47577255964279175, 0.5452735424041748], [0.0, 0.0], [0.4669792652130127, 0.5431356430053711], [0.47662830352783203, 0.5822272300720215], [0.44760507345199585, 0.5681350827217102], [0.47177428007125854, 0.6272375583648682], [0.4214206337928772, 0.5995182991027832], [0.46515852212905884, 0.6529766917228699], [0.4150286614894867, 0.6340597867965698], [0.455000102519989, 0.6669871807098389], [0.4363621175289154, 0.6605581641197205], [0.4525670111179352, 0.7365673780441284], [0.43322810530662537, 0.7310906052589417], [0.0, 0.0], [0.4253019690513611, 0.7695814371109009]]","[325, 230]",tight_straight drive,"[2.906, 2.92, 2.016]","[2.356, 6.0, 1.288]","[0, 0, 0]"
293,"[[0.48065251111984253, 0.7859567999839783], [0.0, 0.0], [0.48036327958106995, 0.7787606120109558], [0.0, 0.0], [0.472581148147583, 0.7708505988121033], [0.4371577203273773, 0.7712206244468689], [0.447979211807251, 0.7880168557167053], [0.43430662155151367, 0.8237081170082092], [0.4426270127296448, 0.8522689938545227], [0.4590821862220764, 0.8628076314926147], [0.4590444564819336, 0.8852020502090454], [0.38883358240127563, 0.8204125165939331], [0.39571791887283325, 0.8294892907142639], [0.4205041527748108, 0.8358153700828552], [0.43055596947669983, 0.8455864787101746], [0.3980729281902313, 0.8670464158058167], [0.40792569518089294, 0.8855254054069519]]","[[0.47735461592674255, 0.5526348352432251], [0.0, 0.0], [0.4758854806423187, 0.5452522039413452], [0.0, 0.0], [0.4670851230621338, 0.5430542230606079], [0.4768715500831604, 0.5815513134002686], [0.4474272131919861, 0.568208634853363], [0.4717281758785248, 0.6266272068023682], [0.42161232233047485, 0.5997525453567505], [0.4642806649208069, 0.6505889296531677], [0.4164309501647949, 0.63145512342453], [0.4556606411933899, 0.6678259372711182], [0.4367615282535553, 0.6617364287376404], [0.4528871476650238, 0.7382210493087769], [0.4331234395503998, 0.7329137325286865], [0.0, 0.0], [0.42640018463134766, 0.7695459723472595]]","[325, 230]",tight_straight drive,"[2.937, 2.838, 2.09]","[2.949, 2.921, 2.057]","[0, 0, 0]"
294,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4799027442932129, 0.5475168824195862], [0.4427843987941742, 0.5840317606925964], [0.47908759117126465, 0.5872211456298828], [0.4251008927822113, 0.6386457681655884], [0.4702129364013672, 0.6453191041946411], [0.42497771978378296, 0.6915801763534546], [0.46606120467185974, 0.682420015335083], [0.4296812117099762, 0.6959441900253296], [0.4536368250846863, 0.6978910565376282], [0.44534096121788025, 0.7620940208435059], [0.4622991681098938, 0.7700048089027405], [0.4202477037906647, 0.8341662883758545], [0.42384180426597595, 0.8439451456069946]]","[[0.47735461592674255, 0.5526348352432251], [0.0, 0.0], [0.4758854806423187, 0.5452522039413452], [0.0, 0.0], [0.4670851230621338, 0.5430542230606079], [0.4768715500831604, 0.5815513134002686], [0.4474272131919861, 0.568208634853363], [0.4717281758785248, 0.6266272068023682], [0.42161232233047485, 0.5997525453567505], [0.4642806649208069, 0.6505889296531677], [0.4164309501647949, 0.63145512342453], [0.4556606411933899, 0.6678259372711182], [0.4367615282535553, 0.6617364287376404], [0.4528871476650238, 0.7382210493087769], [0.4331234395503998, 0.7329137325286865], [0.0, 0.0], [0.42640018463134766, 0.7695459723472595]]","[325, 230]",tight_straight drive,"[2.918, 2.882, 2.048]","[2.949, 2.921, 2.057]","[0, 0, 0]"
295,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4799027442932129, 0.5475168824195862], [0.4427843987941742, 0.5840317606925964], [0.47908759117126465, 0.5872211456298828], [0.4251008927822113, 0.6386457681655884], [0.4702129364013672, 0.6453191041946411], [0.42497771978378296, 0.6915801763534546], [0.46606120467185974, 0.682420015335083], [0.4296812117099762, 0.6959441900253296], [0.4536368250846863, 0.6978910565376282], [0.44534096121788025, 0.7620940208435059], [0.4622991681098938, 0.7700048089027405], [0.4202477037906647, 0.8341662883758545], [0.42384180426597595, 0.8439451456069946]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4833824634552002, 0.5502970814704895], [0.44764477014541626, 0.5846682190895081], [0.48180943727493286, 0.5879014730453491], [0.428015798330307, 0.6387220025062561], [0.48005834221839905, 0.6433331370353699], [0.42686301469802856, 0.6887674331665039], [0.48090991377830505, 0.6820138692855835], [0.4351987838745117, 0.6898626685142517], [0.45930391550064087, 0.691987931728363], [0.43726128339767456, 0.7575492262840271], [0.46748772263526917, 0.7673994898796082], [0.41306886076927185, 0.8251248598098755], [0.44514450430870056, 0.8409819006919861]]","[325, 230]",tight_straight drive,"[2.918, 2.882, 2.048]","[2.953, 2.91, 2.067]","[0, 0, 0]"
296,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.48425132036209106, 0.5545615553855896], [0.44615817070007324, 0.585889458656311], [0.4846443235874176, 0.5919371843338013], [0.42664140462875366, 0.6351000666618347], [0.4876672327518463, 0.6368402242660522], [0.4208698272705078, 0.6728101968765259], [0.0, 0.0], [0.4390486776828766, 0.6935420632362366], [0.46756306290626526, 0.6968231797218323], [0.43570470809936523, 0.7584563493728638], [0.4790944457054138, 0.7691224217414856], [0.4165310859680176, 0.8352459669113159], [0.471479594707489, 0.8472597002983093]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.4833824634552002, 0.5502970814704895], [0.44764477014541626, 0.5846682190895081], [0.48180943727493286, 0.5879014730453491], [0.428015798330307, 0.6387220025062561], [0.48005834221839905, 0.6433331370353699], [0.42686301469802856, 0.6887674331665039], [0.48090991377830505, 0.6820138692855835], [0.4351987838745117, 0.6898626685142517], [0.45930391550064087, 0.691987931728363], [0.43726128339767456, 0.7575492262840271], [0.46748772263526917, 0.7673994898796082], [0.41306886076927185, 0.8251248598098755], [0.44514450430870056, 0.8409819006919861]]","[325, 230]",tight_straight drive,"[2.969, 2.775, 2.157]","[2.953, 2.91, 2.067]","[0, 0, 0]"
297,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.48425132036209106, 0.5545615553855896], [0.44615817070007324, 0.585889458656311], [0.4846443235874176, 0.5919371843338013], [0.42664140462875366, 0.6351000666618347], [0.4876672327518463, 0.6368402242660522], [0.4208698272705078, 0.6728101968765259], [0.0, 0.0], [0.4390486776828766, 0.6935420632362366], [0.46756306290626526, 0.6968231797218323], [0.43570470809936523, 0.7584563493728638], [0.4790944457054138, 0.7691224217414856], [0.4165310859680176, 0.8352459669113159], [0.471479594707489, 0.8472597002983093]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.47147518396377563, 0.5562021732330322], [0.488272488117218, 0.5631452798843384], [0.4502376616001129, 0.5872991681098938], [0.4906671643257141, 0.6022565364837646], [0.4224095344543457, 0.6237779259681702], [0.4934990406036377, 0.655762255191803], [0.41308465600013733, 0.6490870714187622], [0.4923831820487976, 0.6831710934638977], [0.43804702162742615, 0.6976007223129272], [0.46676212549209595, 0.703373372554779], [0.4264700412750244, 0.7711597681045532], [0.46941494941711426, 0.7835267186164856], [0.41765326261520386, 0.863915741443634], [0.46881523728370667, 0.8820798993110657]]","[325, 230]",tight_straight drive,"[2.969, 2.775, 2.157]","[3.048, 2.487, 2.402]","[0, 0, 0]"
298,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.492590993642807, 0.5730351209640503], [0.4580536484718323, 0.6003834009170532], [0.493246853351593, 0.6105884313583374], [0.44243288040161133, 0.6542268395423889], [0.4977894723415375, 0.666890561580658], [0.0, 0.0], [0.5003954768180847, 0.7002021074295044], [0.452296644449234, 0.6924559473991394], [0.4794098734855652, 0.6975955367088318], [0.44972196221351624, 0.7507529258728027], [0.5028802156448364, 0.754848301410675], [0.43368855118751526, 0.8257761597633362], [0.5079872608184814, 0.8343658447265625]]","[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.47147518396377563, 0.5562021732330322], [0.488272488117218, 0.5631452798843384], [0.4502376616001129, 0.5872991681098938], [0.4906671643257141, 0.6022565364837646], [0.4224095344543457, 0.6237779259681702], [0.4934990406036377, 0.655762255191803], [0.41308465600013733, 0.6490870714187622], [0.4923831820487976, 0.6831710934638977], [0.43804702162742615, 0.6976007223129272], [0.46676212549209595, 0.703373372554779], [0.4264700412750244, 0.7711597681045532], [0.46941494941711426, 0.7835267186164856], [0.41765326261520386, 0.863915741443634], [0.46881523728370667, 0.8820798993110657]]","[325, 230]",tight_straight drive,"[3.133, 1.947, 2.829]","[3.048, 2.487, 2.402]","[0, 0, 0]"
